acceptance_rate,accepted_correct,accepted_incorrect,accepted_range_coverage,accepted_rounds,accepted_series_fraction,accepted_series_macro_coverage,accepted_source_fraction,accepted_source_macro_coverage,correct_acceptance_rate,incorrect_acceptance_rate,method,overall_range_coverage,positive_rounds,rejected_range_coverage,rejected_rounds,rounds,target_acceptance,threshold,worst_fold_accepted_coverage
0.8502802241793435,921,141,0.867231638418079,1062,0.8980263157894737,0.849969474969475,0.949438202247191,0.8220813374659528,0.7373899119295436,0.11289031224979984,logistic_sourcebalanced_full,0.822257806244996,1027,0.5668449197860963,187,1249,0.85,0.2522991186540157,0.8301886792452831
0.900720576461169,964,161,0.8568888888888889,1125,0.9342105263157895,0.8379401408450704,0.9719101123595506,0.8055634795519189,0.7718174539631706,0.1289031224979984,logistic_sourcebalanced_full,0.822257806244996,1027,0.5080645161290323,124,1249,0.9,0.14641801712848146,0.8237885462555066
0.7005604483586869,788,87,0.9005714285714286,875,0.8075657894736842,0.8822810590631365,0.8960674157303371,0.8685475444096133,0.6309047237790232,0.06965572457966374,histgb_sourcebalanced_full,0.822257806244996,1027,0.6390374331550802,374,1249,0.7,0.7898657872638272,0.8663101604278075
0.7502001601281025,840,97,0.8964781216648879,937,0.8322368421052632,0.8793148880105401,0.9101123595505618,0.8691712094489872,0.6725380304243395,0.07766212970376302,histgb_sourcebalanced_full,0.822257806244996,1027,0.5993589743589743,312,1249,0.75,0.701196377790298,0.8585858585858586
0.800640512409928,888,112,0.888,1000,0.8700657894736842,0.8719596723377442,0.9269662921348315,0.8589909921728104,0.710968775020016,0.08967173738991192,histgb_sourcebalanced_full,0.822257806244996,1027,0.5582329317269076,249,1249,0.8,0.5964800409705515,0.8461538461538461
0.8502802241793435,930,132,0.8757062146892656,1062,0.899671052631579,0.8597501523461304,0.9466292134831461,0.8391419493793381,0.7445956765412329,0.10568454763811048,histgb_sourcebalanced_full,0.822257806244996,1027,0.5187165775401069,187,1249,0.85,0.46296855642670515,0.8371040723981901
0.900720576461169,965,160,0.8577777777777778,1125,0.9276315789473685,0.8442375886524822,0.9606741573033708,0.8200952718496578,0.7726180944755805,0.12810248198558846,histgb_sourcebalanced_full,0.822257806244996,1027,0.5,124,1249,0.9,0.29890669019317606,0.8127659574468085
0.7005604483586869,798,77,0.912,875,0.8009868421052632,0.8979808350444901,0.8792134831460674,0.8820692087465251,0.6389111289031225,0.06164931945556445,lightgbm_sourcebalanced_full,0.822257806244996,1027,0.6122994652406417,374,1249,0.7,0.5898107078693177,0.8729281767955801
0.7502001601281025,839,98,0.8954108858057631,937,0.8338815789473685,0.8788954635108481,0.9073033707865169,0.8593750418827818,0.6717373899119295,0.07846277021617294,lightgbm_sourcebalanced_full,0.822257806244996,1027,0.6025641025641025,312,1249,0.75,0.5072938971402365,0.8442211055276382
0.800640512409928,886,114,0.886,1000,0.868421052631579,0.8713699494949495,0.9325842696629213,0.8537996140405779,0.7093674939951962,0.09127301841473179,lightgbm_sourcebalanced_full,0.822257806244996,1027,0.5662650602409639,249,1249,0.8,0.4336227519138164,0.8365384615384616
0.8502802241793435,934,128,0.879472693032015,1062,0.9029605263157895,0.8653612629022465,0.9438202247191011,0.8454423057101629,0.7477982385908727,0.10248198558847077,lightgbm_sourcebalanced_full,0.822257806244996,1027,0.49732620320855614,187,1249,0.85,0.33853178198144895,0.8325581395348837
0.900720576461169,971,154,0.8631111111111112,1125,0.9342105263157895,0.8457159624413145,0.9691011235955056,0.821981721981722,0.7774219375500401,0.1232986389111289,lightgbm_sourcebalanced_full,0.822257806244996,1027,0.45161290322580644,124,1249,0.9,0.24777425523328478,0.8111587982832618
0.7005604483586869,791,84,0.904,875,0.7796052631578947,0.8942334739803094,0.8595505617977528,0.8762760659819483,0.633306645316253,0.06725380304243395,exact_score_rethreshold,0.822257806244996,1027,0.6310160427807486,374,1249,0.7,0.6944926495894155,0.8693181818181818
0.7502001601281025,838,99,0.8943436499466382,937,0.8256578947368421,0.8823373173970783,0.898876404494382,0.8620275297619048,0.6709367493995196,0.07926341072858287,exact_score_rethreshold,0.822257806244996,1027,0.6057692307692307,312,1249,0.75,0.6441057425879135,0.8563829787234043
0.800640512409928,882,118,0.882,1000,0.8651315789473685,0.8712927756653992,0.9269662921348315,0.8457359307359308,0.7061649319455564,0.0944755804643715,exact_score_rethreshold,0.822257806244996,1027,0.5823293172690763,249,1249,0.8,0.5853560317890392,0.8507462686567164
0.8502802241793435,928,134,0.8738229755178908,1062,0.9111842105263158,0.858453670276775,0.9550561797752809,0.8355379424497071,0.7429943955164131,0.10728582866293035,exact_score_rethreshold,0.822257806244996,1027,0.5294117647058824,187,1249,0.85,0.5330722168116349,0.8411214953271028
0.900720576461169,965,160,0.8577777777777778,1125,0.9490131578947368,0.8403235124205661,0.9719101123595506,0.8159726914062174,0.7726180944755805,0.12810248198558846,exact_score_rethreshold,0.822257806244996,1027,0.5,124,1249,0.9,0.44951355408528276,0.8281938325991189
